entity,classes
Cezary_Kucharski,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Cha_Cha_de_Amor,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Cha_Seung-won,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Chaconiaceae,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant', 'http://dbpedia.org/ontology/Fungus'}"
Chad_Mitchell_Trio,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
Chad_Rempel,"{'http://dbpedia.org/ontology/GridironFootballPlayer', 'http://www.wikidata.org/entity/Q14128148', 'http://dbpedia.org/ontology/AmericanFootballPlayer'}"
Chad_Szeliga,{'http://dbpedia.org/ontology/MusicalArtist'}
Chad_Ubovich,{'http://dbpedia.org/ontology/MusicalArtist'}
Chadderton,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chaetocarpus_castanocarpus,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant'}"
Chah_Dadkhoda_Rural_District,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Chaim_L._Pekeris,"{'http://dbpedia.org/ontology/Scientist', 'http://www.wikidata.org/entity/Q901'}"
Chain_Letter_(album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Chain_store,{''}
Chainsaw_Records,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Chairil_Anwar,"{'http://dbpedia.org/ontology/Writer', 'http://www.wikidata.org/entity/Q36180'}"
Chaiwut_Wattana,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Chakma_language,"{'http://schema.org/Language', 'http://www.wikidata.org/entity/Q315', 'http://dbpedia.org/ontology/Language'}"
Chalakudy,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957', 'http://dbpedia.org/ontology/Location'}"
Chalcides_guentheri,{'http://dbpedia.org/ontology/Reptile'}
Chalcidinae,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Challenge_Records_(1994),"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Chalybeothemis,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
"Cham,_Switzerland","{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chamaerops,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant'}"
Chamblon,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chamoson,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Champagne_Stakes_(United_States),"{'http://dbpedia.org/ontology/HistoricBuilding', 'http://dbpedia.org/ontology/HorseRace'}"
Champion_Sound,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Championnat_National,{'http://dbpedia.org/ontology/SoccerLeague'}
Champtauroz,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chan_Ying-lun,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Chance_(Act_song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Chancellor_(education),"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/PersonFunction', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Chandra_Davis,{'http://dbpedia.org/ontology/MusicalArtist'}
Chang_King-yuh,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Chang_Myon,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Change_(Killing_Joke_song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Change_(Miho_Fukuhara_song),"{'http://dbpedia.org/ontology/Single', 'http://www.wikidata.org/entity/Q134556'}"
Change_(Pink_Cream_69_album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Change_of_Address,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Change_of_Heart_(Cyndi_Lauper_song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Changes_(Black_Sabbath_song),"{'http://schema.org/MusicAlbum', 'http://www.wikidata.org/entity/Q482994', 'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Album', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Changuinola_District,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Channel_2_(Israel),"{'http://schema.org/TelevisionStation', 'http://dbpedia.org/ontology/TelevisionStation'}"
Channel_5_(UK),"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://schema.org/TelevisionStation', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/TelevisionStation', 'http://xmlns.com/foaf/0.1/Person'}"
Channel_America,"{'http://schema.org/TelevisionStation', 'http://www.wikidata.org/entity/Q141683', 'http://dbpedia.org/ontology/TelevisionStation', 'http://dbpedia.org/ontology/BroadcastNetwork'}"
Channel_Crossing,"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Channel_V_Philippines,"{'http://schema.org/TelevisionStation', 'http://dbpedia.org/ontology/TelevisionStation'}"
Channel_Z_(song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Chantay_Savage,{'http://dbpedia.org/ontology/MusicalArtist'}
Chanteur,{'http://dbpedia.org/ontology/Horse'}
Chanthaburi_F.C.,"{'http://dbpedia.org/ontology/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://schema.org/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub', 'http://www.wikidata.org/entity/Q476028'}"
Chao_Pengfei,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Chaparral_High_School_(Kansas),"{'http://www.wikidata.org/entity/Q3914', 'http://schema.org/School', 'http://dbpedia.org/ontology/School'}"
Chapter_One..._A_Decade,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Char_Khooneh,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Characiformes,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Insect'}"
Charade_(1963_film),"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Charam_Rural_District,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Charda_Suraj,"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Charing_Cross_Hospital,"{'http://dbpedia.org/ontology/University', 'http://www.wikidata.org/entity/Q3918'}"
Charles_A.R._Dimon,{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_A._Perkins,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
Charles_Anderson_(governor),"{'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
"Charles_Armand_Tuffin,_marquis_de_la_Rouerie",{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_Baker_(actor),"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Film', 'http://dbpedia.org/ontology/Person', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q215627', 'http://www.wikidata.org/entity/Q11424', 'http://xmlns.com/foaf/0.1/Person'}"
Charles_Borromeo_Fitzgerald,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
Charles_Bronson,"{'http://dbpedia.org/ontology/Film', 'http://dbpedia.org/ontology/Person', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q11424', 'http://www.wikidata.org/entity/Q33999', 'http://dbpedia.org/ontology/Actor'}"
Charles_C._Banks,{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_Carnan_Ridgely,{'http://dbpedia.org/ontology/Senator'}
"Charles_Cochrane-Baillie,_2nd_Baron_Lamington","{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charles_Cotesworth_Pinckney,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charles_Craft,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Film', 'http://dbpedia.org/ontology/Person', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q215627', 'http://www.wikidata.org/entity/Q11424', 'http://xmlns.com/foaf/0.1/Person'}"
Charles_D._Barger,{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_Ducasse,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Charles_E._Kilbourne,{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_E._Young,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
Charles_Erwin_Wilson,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charles_Frank_Ltd,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/Company', 'http://xmlns.com/foaf/0.1/Person'}"
Charles_Frédéric_Girard,"{'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Artist', 'http://www.wikidata.org/entity/Q483501', 'http://www.wikidata.org/entity/Q901'}"
Charles_Gray_(actor),"{'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q33999', 'http://dbpedia.org/ontology/Actor'}"
Charles_Griffiths_(footballer),"{'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/SoccerManager'}"
Charles_H._Townes,"{'http://dbpedia.org/ontology/Scientist', 'http://www.wikidata.org/entity/Q901'}"
Charles_Hillman_Brough,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charles_IV_of_Spain,{'http://dbpedia.org/ontology/Royalty'}
"Charles_J._Loring,_Jr.",{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_K._Eastman,"{'http://dbpedia.org/ontology/Writer', 'http://www.wikidata.org/entity/Q36180'}"
Charles_K._Kao,"{'http://dbpedia.org/ontology/Scientist', 'http://www.wikidata.org/entity/Q901'}"
Charles_Kingsley,"{'http://dbpedia.org/ontology/Writer', 'http://www.wikidata.org/entity/Q36180'}"
Charles_L._McNary,{''}
Charles_Langdale,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
"Charles_Lennox,_2nd_Duke_of_Richmond",{'http://dbpedia.org/ontology/Noble'}
Charles_Lilley,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charles_Lyell,"{'http://dbpedia.org/ontology/Scientist', 'http://www.wikidata.org/entity/Q901'}"
Charles_M._Schulz,"{'http://dbpedia.org/ontology/Agent', 'http://www.wikidata.org/entity/Q24229398', 'http://dbpedia.org/ontology/ComicsCreator', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent'}"
Charles_MacArthur,"{'http://dbpedia.org/ontology/Agent', 'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person', 'http://www.wikidata.org/entity/Q24229398', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent'}"
Charles_Melvill,{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_Messier,"{'http://dbpedia.org/ontology/Scientist', 'http://dbpedia.org/ontology/Artist', 'http://www.wikidata.org/entity/Q483501', 'http://www.wikidata.org/entity/Q901'}"
Charles_Mingus_Presents_Charles_Mingus,"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Charles_Nicholson,{''}
Charles_Peter_Layard,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
Charles_Pettigrew,{'http://dbpedia.org/ontology/MusicalArtist'}
Charles_River,"{'http://dbpedia.org/ontology/River', 'http://www.wikidata.org/entity/Q4022', 'http://schema.org/RiverBodyOfWater'}"
Charles_Robert_Sherman,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955'}"
Charles_S._Wainwright,{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_Semblat,{'http://dbpedia.org/ontology/Jockey'}
Charles_Simeon_(colonist),"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Charles_Spearman,"{'http://dbpedia.org/ontology/Scientist', 'http://www.wikidata.org/entity/Q901'}"
"Charles_Spencer,_3rd_Earl_of_Sunderland","{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charles_Strouse,{'http://dbpedia.org/ontology/MusicalArtist'}
Charles_Taylor_Sherman,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charles_Tolliver,{'http://dbpedia.org/ontology/MusicalArtist'}
"Charles_V,_Holy_Roman_Emperor",{'http://dbpedia.org/ontology/Royalty'}
Charles_VIII_of_Sweden,{'http://dbpedia.org/ontology/Royalty'}
Charles_W._Pickering,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charles_W._Ryder,{'http://dbpedia.org/ontology/MilitaryPerson'}
"Charles_Wolcott_Ryder,_Jr.",{'http://dbpedia.org/ontology/MilitaryPerson'}
Charles_XI_of_Sweden,{'http://dbpedia.org/ontology/Royalty'}
Charles_von_Hügel,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Charles_Édouard_Guillaume,"{'http://dbpedia.org/ontology/Scientist', 'http://www.wikidata.org/entity/Q901'}"
Charley_Hearn,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Charley_Pride,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Band'}"
"Charlie,_Last_Name_Wilson","{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Charlie_Adler,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Charlie_Brooker's_Weekly_Wipe,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Charlie_Brown_and_Franz_Stigler_incident,{''}
Charlie_Drake,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Charlie_Grandy,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Charlie_Rich,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/MusicalArtist', 'http://dbpedia.org/ontology/Band'}"
Charlie_Spivak,{'http://dbpedia.org/ontology/MusicalArtist'}
Charlie_Summers,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charlie_Thomas_(musician),{'http://dbpedia.org/ontology/MusicalArtist'}
Charlie_Waller_(American_musician),{'http://dbpedia.org/ontology/MusicalArtist'}
"Charlie_Wilson_(footballer,_born_1895)","{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Charlotte_Brontë,"{'http://dbpedia.org/ontology/Writer', 'http://www.wikidata.org/entity/Q36180'}"
Charlotte_Golar_Richie,"{'http://dbpedia.org/ontology/Politician', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/OfficeHolder'}"
Charlotte_Mitchell,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
Charlottetown_Yacht_Club,"{'http://dbpedia.org/ontology/University', 'http://dbpedia.org/ontology/Organisation', 'http://www.wikidata.org/entity/Q3918'}"
Charmed_Life_(Billy_Idol_album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Charmer_(Kings_of_Leon_song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Charrat,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chart_Show_TV,"{'http://schema.org/TelevisionStation', 'http://dbpedia.org/ontology/RadioStation', 'http://schema.org/RadioStation', 'http://dbpedia.org/ontology/TelevisionStation'}"
Charter_Company,"{'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/Company'}"
Chartered_accountant,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453', 'http://dbpedia.org/ontology/PersonFunction'}"
Chase_Harrison,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
Chase_N_Dough,{'http://dbpedia.org/ontology/MusicalArtist'}
Chase_Watson,{'http://dbpedia.org/ontology/Athlete'}
Chasing_Cars,"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Chasing_Furies,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
Chasing_the_Sun_(Hilary_Duff_song),"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Chasseurs_à_Cheval_de_la_Garde_Impériale,"{'http://www.wikidata.org/entity/Q176799', 'http://dbpedia.org/ontology/MilitaryUnit'}"
"Chaumont,_Haute-Marne","{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chavannes-des-Bois,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chavannes-sur-Moudon,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chayanta_Province,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Chayote,"{'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Plant'}"
Che!_(1969_film),"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
Cheam,"{'http://www.wikidata.org/entity/Q532', 'http://dbpedia.org/ontology/Village'}"
Cheating_Cheaters_(1934_film),"{'http://schema.org/Movie', 'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424'}"
"Cheboygan_County,_Michigan","{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Check_on_It,"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Check_the_Rhime,"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Cheetham_Hill,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement'}"
Chef_(South_Park),"{'http://dbpedia.org/ontology/FictionalCharacter', 'http://www.wikidata.org/entity/Q95074'}"
Chegeni_District,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Chehel_Cheshmeh-ye_Gharbi_Rural_District,"{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Cheikh_Gueye,"{'http://dbpedia.org/ontology/SoccerPlayer', 'http://www.wikidata.org/entity/Q937857'}"
"Chelan,_Washington","{'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q515', 'http://dbpedia.org/ontology/Location'}"
"Chelmsford,_Massachusetts","{'http://www.wikidata.org/entity/Q719456', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Station', 'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957'}"
Chelonoidis,"{'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Reptile', 'http://dbpedia.org/ontology/Insect'}"
"Chelsea,_Manhattan","{'http://dbpedia.org/ontology/PopulatedPlaceOrCompany', 'http://dbpedia.org/ontology/CityDistrict'}"
Chelsea_L.F.C.,"{'http://dbpedia.org/ontology/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://schema.org/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub', 'http://www.wikidata.org/entity/Q476028'}"
Cheltenham_College,"{'http://www.wikidata.org/entity/Q3914', 'http://schema.org/School', 'http://dbpedia.org/ontology/School'}"
Chemical_physics,{''}
Chemically_Imbalanced_(Chris_Webby_album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Chemistry_(Buckshot_and_9th_Wonder_album),"{'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994'}"
Chen_Jining,{'http://dbpedia.org/ontology/OfficeHolder'}
Chen_Kuo-Fu,"{'http://dbpedia.org/ontology/Agent', 'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person', 'http://www.wikidata.org/entity/Q24229398', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent'}"
Cheng_Yaodong,"{'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/Athlete', 'http://dbpedia.org/ontology/SoccerManager'}"
Cheras–Kajang_Expressway,"{'http://dbpedia.org/ontology/Station', 'http://www.wikidata.org/entity/Q719456', 'http://dbpedia.org/ontology/Road', 'http://www.wikidata.org/entity/Q34442'}"
Cherish_the_Day,"{'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556'}"
Cherlise,{'http://dbpedia.org/ontology/MusicalArtist'}
Chernevog,"{'http://dbpedia.org/ontology/Book', 'http://www.wikidata.org/entity/Q571', 'http://purl.org/ontology/bibo/Book', 'http://schema.org/Book'}"
"Cherokee_County,_Kansas","{'http://schema.org/AdministrativeArea', 'http://www.wikidata.org/entity/Q3455524', 'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/AdministrativeRegion'}"
Cherry_Chevapravatdumrong,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q215627', 'http://xmlns.com/foaf/0.1/Person'}"
